user_id,mpin,pin_length,dob_self,dob_spouse,dob_pet,anniversary_date,label,reason_if_weak,jumbled_self,jumbled_spouse,jumbled_pet,jumbled_anniversary
U0376,9901,4,1999-02-20,1999-04-01,2010-03-22,2014-10-09,WEAK,DEMOGRAPHIC_SPOUSE,0220|9920|1999|9902|2002,0401|0104|9901|9904|1999,2010|2203|1022|1003|0322,1410|1409|0910|2014|1009
U0377,9710,4,2002-07-19,2005-08-05,2013-09-26,1997-10-21,WEAK,DEMOGRAPHIC_ANNIVERSARY,1907|0207|0219|0719|2002,2005|0508|0805|0505,1326|2013|1309|0926|2609,9710|1021|1997|9721|2110
U0378,1212,4,2003-06-27,2003-01-17,2017-05-16,2016-06-11,WEAK,COMMON_PATTERN,0627|2706|0306|0327|2003,1701|0317|0117|0301|2003,0516|1705|1716|1605|2017,1606|0611|2016|1106|1611
U0379,0027,4,1992-09-11,1994-12-30,2019-05-07,2006-04-04,STRONG,,0911|9209|9211|1992|1109,1230|3012|1994|9412|9430,1905|1907|2019|0507|0705,0604|2006|0404
U0380,5560,4,1988-03-19,1992-03-12,2018-08-02,2013-01-11,STRONG,,8803|0319|1903|8819|1988,9212|1203|1992|9203|0312,0208|0802|2018|1802|1808,2013|1311|0111|1101|1301
U0381,1987,4,1986-10-02,1987-10-21,2010-09-25,2018-03-07,WEAK,DEMOGRAPHIC_SPOUSE,1986|0210|1002|8610|8602,1987|8721|1021|2110|8710,2010|1025|0925|2509|1009,1807|2018|0703|0307|1803
U0382,1212,4,2002-11-12,2002-02-03,2022-09-02,1996-10-19,WEAK,COMMON_PATTERN,0212|0211|1112|1211|2002,0203|0302|0202|2002,0902|0209|2022|2202|2209,9610|1996|1910|9619|1019
U0383,2580,4,1985-12-15,1986-11-24,2014-07-11,2002-12-27,WEAK,COMMON_PATTERN,8512|1512|1215|8515|1985,1986|2411|1124|8611|8624,1107|1407|0711|2014|1411,0212|0227|1227|2712|2002
U0384,4844,4,1982-08-18,1982-02-11,2014-12-31,1999-03-16,STRONG,,8208|8218|1982|1808|0818,1102|8202|8211|0211|1982,1231|1412|3112|2014|1431,0316|1999|9916|9903|1603
U0385,8552,4,1979-01-10,1979-11-25,2016-12-10,2021-07-02,STRONG,,7901|1001|7910|1979|0110,2511|7911|7925|1979|1125,1612|1210|2016|1610|1012,2021|2107|0702|0207|2102
U0386,7118,4,1971-07-18,1966-11-12,2014-09-29,2014-08-27,WEAK,DEMOGRAPHIC_SELF,0718|1971|1807|7118|7107,1112|1966|6611|1211|6612,1409|1429|2909|0929|2014,2708|1408|2014|1427|0827
U0387,2301,4,1989-10-29,1990-04-01,2021-07-19,1995-01-23,WEAK,DEMOGRAPHIC_ANNIVERSARY,2910|8929|8910|1029|1989,1990|0401|9004|0104|9001,2119|2021|1907|2107|0719,9501|1995|9523|0123|2301
U0388,0831,4,1978-07-19,1983-04-20,2010-03-28,2011-08-31,WEAK,DEMOGRAPHIC_ANNIVERSARY,1907|7807|1978|7819|0719,0420|2004|1983|8304|8320,2010|1003|2803|0328|1028,0831|3108|1108|2011|1131
U0389,1111,4,1974-02-26,1974-12-22,2014-08-16,2011-06-06,WEAK,COMMON_PATTERN,7402|2602|1974|0226|7426,7422|1974|7412|2212|1222,1416|1408|0816|2014|1608,0606|2011|1106
U0390,2002,4,1971-05-22,1967-03-27,2015-05-03,2002-10-16,WEAK,DEMOGRAPHIC_ANNIVERSARY,2205|0522|1971|7105|7122,6703|1967|6727|2703|0327,1505|0503|0305|1503|2015,1016|0210|1610|0216|2002
U0391,0465,4,2001-07-30,2003-10-04,2010-09-13,2019-10-11,STRONG,,0130|0107|0730|2001|3007,0310|0410|1004|2003|0304,2010|1013|0913|1309|1009,2019|1910|1110|1011|1911
U0392,0000,4,1974-09-01,1970-06-21,2020-02-26,2012-01-31,WEAK,COMMON_PATTERN,7401|7409|1974|0109|0901,1970|2106|7006|7021|0621,2602|0226|2026|2020|2002,1201|0131|1231|2012|3101
U0393,0222,4,1975-09-19,1977-10-25,2020-02-22,2007-03-18,WEAK,DEMOGRAPHIC_PET,1975|0919|7519|1909|7509,1025|2510|7710|7725|1977,2020|2022|0222|2202|2002,0718|0318|0703|2007|1803
U0394,2945,4,1982-10-06,1982-08-01,2017-09-28,2016-06-20,STRONG,,1006|8206|0610|1982|8210,8208|0108|8201|0801|1982,0928|2809|1709|1728|2017,1606|2006|2016|0620|1620
U0395,7712,4,1977-12-22,1981-10-31,2016-10-13,2000-06-03,WEAK,DEMOGRAPHIC_SELF,7712|7722|2212|1222|1977,1031|1981|3110|8131|8110,1310|1013|2016|1613|1610,0006|0306|0003|0603|2000
U0396,1977,4,1977-03-06,1974-02-19,2017-03-19,2019-04-10,WEAK,DEMOGRAPHIC_SELF,0306|7706|7703|1977|0603,7402|7419|1974|0219|1902,1703|0319|1903|1719|2017,2019|1004|1910|0410|1904
U0397,0462,4,1986-10-25,1991-05-28,2010-05-18,2020-03-07,STRONG,,1025|2510|1986|8625|8610,9105|2805|0528|1991|9128,2010|1018|1805|0518|1005,0703|2007|2020|2003|0307
U0398,9740,4,1998-09-17,2002-05-28,2010-01-26,2000-11-11,STRONG,,1998|1709|0917|9817|9809,0228|2805|0528|0205|2002,2010|0126|1001|2601|1026,0011|1111|2000
U0399,1401,4,1992-10-19,1993-09-07,2014-01-22,2023-07-23,WEAK,DEMOGRAPHIC_PET,9210|1910|9219|1019|1992,1993|9309|9307|0709|0907,1401|1422|0122|2014|2201,2023|2323|0723|2307
U0400,7777,4,1970-11-07,1969-08-09,2024-01-08,2022-06-03,WEAK,COMMON_PATTERN,1107|7011|1970|7007|0711,1969|6908|0809|6909|0908,0108|0801|2408|2401|2024,0306|2203|2206|2022|0603
U0401,5279,4,1993-12-19,1992-01-25,2023-04-11,2014-11-30,STRONG,,9312|1993|9319|1219|1912,0125|2501|9225|1992|9201,0411|1104|2304|2311|2023,1130|3011|1430|2014|1411
U0402,1533,4,1991-05-16,1993-01-03,2017-09-05,2011-03-14,STRONG,,9116|0516|9105|1605|1991,1993|0301|9303|9301|0103,1709|1705|0905|0509|2017,1103|1403|2011|0314|1114
U0403,1212,4,1974-02-11,1978-01-18,2020-05-12,2021-12-28,WEAK,COMMON_PATTERN,1102|7402|0211|1974|7411,0118|1978|7818|1801|7801,1205|2012|0512|2005|2020,2021|2812|2112|1228|2128
U0404,8410,4,1981-06-05,1984-10-22,2018-06-08,2001-11-10,WEAK,DEMOGRAPHIC_SPOUSE,1981|0506|0605|8105|8106,8410|1022|2210|1984|8422,0806|1806|0608|2018|1808,1110|2001|0111|0110|1011
U0405,2006,4,1977-06-28,1977-02-18,2024-09-25,2006-04-14,WEAK,DEMOGRAPHIC_ANNIVERSARY,2806|7728|7706|0628|1977,7702|1802|7718|0218|1977,2409|0925|2425|2509|2024,2006|0414|0604|1404|0614
U0406,7730,4,1974-01-29,1977-01-30,2015-02-13,2005-07-29,WEAK,DEMOGRAPHIC_SPOUSE,0129|7429|2901|7401|1974,0130|7701|7730|3001|1977,0213|1302|1502|1513|2015,2907|0507|0729|0529|2005
U0407,2020,4,2001-10-21,2000-01-14,2023-03-26,2020-12-02,WEAK,DEMOGRAPHIC_ANNIVERSARY,1021|2001|2110|0110|0121,0001|1401|0114|0014|2000,2326|2303|0326|2603|2023,0212|2012|1202|2020|2002
U0408,1615,4,2001-11-04,1996-05-10,2016-06-15,2008-05-09,WEAK,DEMOGRAPHIC_PET,0411|0104|1104|2001|0111,9610|0510|1996|9605|1005,1606|2016|1506|0615|1615,0809|0805|2008|0905|0509
U0409,2023,4,1975-10-24,1975-06-27,2018-01-11,2023-07-10,WEAK,DEMOGRAPHIC_ANNIVERSARY,1975|2410|7524|1024|7510,7506|1975|2706|0627|7527,2018|0111|1101|1801|1811,2310|1007|0710|2307|2023
U0410,1108,4,1972-01-17,1968-01-17,2011-08-06,1996-08-22,WEAK,DEMOGRAPHIC_PET,7201|7217|1701|0117|1972,1968|1701|6801|6817|0117,0806|1108|0608|1106|2011,2208|1996|0822|9622|9608
U0411,6660,4,2000-12-31,2002-08-26,2015-08-20,2012-01-01,STRONG,,0012|1231|0031|3112|2000,0208|0826|0226|2608|2002,1508|2008|1520|0820|2015,2012|1201|0101
U0412,2580,4,1994-05-06,1994-09-18,2024-10-14,1999-12-12,WEAK,COMMON_PATTERN,9405|0506|0605|9406|1994,9418|0918|9409|1994|1809,1410|2414|2410|1014|2024,1999|9912|1212
U0413,1234,4,1994-09-16,1995-03-06,2019-03-10,2002-03-25,WEAK,COMMON_PATTERN,0916|1609|9409|1994|9416,0306|1995|9503|0603|9506,0310|2019|1910|1003|1903,0325|2002|0225|0203|2503
U0414,7777,4,1979-06-25,1975-06-02,2014-10-02,1995-09-09,WEAK,COMMON_PATTERN,0625|7925|2506|7906|1979,7506|1975|7502|0602|0206,1410|0210|1002|2014|1402,0909|9509|1995
U0415,1205,4,1995-12-05,1999-12-03,2017-02-21,1995-04-11,WEAK,DEMOGRAPHIC_SELF,9505|9512|1995|1205|0512,1203|1999|0312|9912|9903,1721|2102|0221|1702|2017,9511|1995|0411|1104|9504
U0416,0002,4,2000-02-01,1998-11-19,2024-10-09,1999-11-28,WEAK,DEMOGRAPHIC_SELF,0001|0102|0201|2000|0002,9819|9811|1998|1119|1911,2409|0910|2410|1009|2024,1128|9911|1999|2811|9928
U0417,1234,4,1986-07-25,1991-02-01,2022-02-03,2012-07-11,WEAK,COMMON_PATTERN,0725|8607|1986|8625|2507,9102|0102|9101|0201|1991,0302|2203|2022|2202|0203,1107|1207|2012|0711|1211
U0418,0197,4,1996-07-27,1995-12-12,2017-09-29,2010-02-05,STRONG,,2707|9627|1996|0727|9607,9512|1995|1212,1709|2909|0929|1729|2017,2010|0502|1002|0205|1005
U0419,1111,4,1997-06-09,1998-07-16,2023-09-28,2007-06-12,WEAK,COMMON_PATTERN,9709|0609|0906|1997|9706,9807|1998|1607|9816|0716,0928|2809|2309|2023|2328,1206|0612|0712|2007|0706
U0420,2923,4,2000-10-22,2004-06-08,2019-03-02,2013-12-30,STRONG,,0022|0010|1022|2210|2000,0806|2004|0406|0408|0608,0302|2019|1903|1902|0203,1230|3012|2013|1330|1312
U0421,6109,4,1970-08-24,1970-01-29,2023-10-08,2017-08-09,STRONG,,1970|7024|0824|2408|7008,7029|0129|1970|2901|7001,2310|0810|2308|1008|2023,1708|1709|0809|0908|2017
U0422,9109,4,1991-06-12,1991-09-06,2015-04-07,2015-05-31,WEAK,DEMOGRAPHIC_SPOUSE,9106|1206|0612|9112|1991,9106|0906|0609|9109|1991,1504|0704|1507|0407|2015,1505|0531|1531|3105|2015
U0423,2309,4,1971-02-24,1972-01-20,2023-09-10,2009-11-01,WEAK,DEMOGRAPHIC_PET,7124|1971|7102|0224|2402,7201|0120|2001|7220|1972,2310|0910|2309|1009|2023,2009|0911|0111|1101|0901
U0424,3123,4,1991-06-28,1990-01-28,2016-07-21,2006-10-11,STRONG,,2806|9106|0628|1991|9128,1990|2801|9028|0128|9001,1621|2107|1607|2016|0721,0611|2006|1110|0610|1011
U0425,2023,4,1999-06-22,1994-09-30,2023-04-26,2013-10-15,WEAK,DEMOGRAPHIC_PET,0622|1999|2206|9922|9906,9409|3009|1994|9430|0930,0426|2326|2304|2023|2604,1310|2013|1315|1015|1510
U0426,2509,4,1997-03-29,1995-09-25,2017-04-21,1995-09-16,WEAK,DEMOGRAPHIC_SPOUSE,9729|2903|1997|0329|9703,9525|1995|0925|2509|9509,1721|2104|1704|0421|2017,0916|1609|1995|9516|9509
U0427,0000,4,2003-01-08,1999-04-19,2012-04-08,2018-10-08,WEAK,COMMON_PATTERN,0308|0108|0301|0801|2003,9919|9904|1999|1904|0419,0804|1204|0408|2012|1208,0810|1008|1810|2018|1808
U0428,1907,4,1994-01-06,1992-02-25,2013-07-19,2004-10-22,WEAK,DEMOGRAPHIC_PET,0601|9406|1994|9401|0106,9202|9225|2502|1992|0225,1307|1907|2013|1319|0719,2004|1022|0410|0422|2210
U0429,1212,4,1975-09-08,1978-03-15,2018-10-24,2013-07-28,WEAK,COMMON_PATTERN,1975|7508|0809|0908|7509,7815|7803|0315|1978|1503,2410|1810|2018|1024|1824,0728|1307|2013|2807|1328
U0430,0000,4,1982-11-16,1985-04-13,2022-01-05,2005-11-28,WEAK,COMMON_PATTERN,8211|1982|1611|8216|1116,0413|1304|8513|8504|1985,2205|0105|2022|2201|0501,1128|0511|2811|0528|2005
U0431,1111,4,1977-12-29,1982-12-14,2016-09-05,2007-06-27,WEAK,COMMON_PATTERN,2912|7712|7729|1229|1977,8212|1214|1412|1982|8214,1609|2016|0905|1605|0509,0627|2706|0727|2007|0706
U0432,2110,4,2003-04-18,2000-05-27,2021-10-14,2006-12-09,WEAK,DEMOGRAPHIC_PET,0318|1804|2003|0418|0304,0027|2705|0527|0005|2000,1410|2021|2114|1014|2110,2006|0912|0609|0612|1209
U0433,2022,4,2002-01-27,1998-01-08,2023-10-23,2020-12-22,WEAK,DEMOGRAPHIC_ANNIVERSARY,0127|0201|0227|2701|2002,0108|1998|0801|9808|9801,2310|1023|2023|2323,2012|2022|2212|2020|1222
U0434,1993,4,1993-04-17,1989-03-28,2024-08-30,2003-11-26,WEAK,DEMOGRAPHIC_SELF,9317|1993|0417|1704|9304,0328|8903|2803|8928|1989,2430|0830|3008|2408|2024,2611|0311|0326|2003|1126
U0435,2535,4,1996-09-02,1995-01-29,2010-10-08,2015-09-23,STRONG,,9602|0902|1996|0209|9609,0129|9501|2901|1995|9529,1010|1008|0810|2010,1523|0923|2309|1509|2015
U0436,4253,4,2001-01-20,1996-10-17,2014-10-23,2018-09-03,STRONG,,0120|2001|0101,9610|9617|1996|1017|1710,1410|2310|1423|1023|2014,0309|2018|1809|0903|1803
U0437,0709,4,2002-10-23,2007-09-01,2022-10-04,1997-01-19,WEAK,DEMOGRAPHIC_SPOUSE,2310|0223|0210|1023|2002,0701|2007|0109|0901|0709,0410|1004|2210|2022|2204,9719|9701|1997|1901|0119
U0438,0315,4,1995-06-28,1997-11-03,2017-02-13,2012-03-15,WEAK,DEMOGRAPHIC_ANNIVERSARY,2806|1995|9528|0628|9506,0311|1103|1997|9711|9703,0213|1302|1713|1702|2017,0315|1203|2012|1215|1503
U0439,1217,4,1996-07-08,2000-12-17,2010-05-03,2002-12-30,WEAK,DEMOGRAPHIC_SPOUSE,1996|9607|0807|9608|0708,0012|1217|1712|0017|2000,2010|0503|1003|0305|1005,1230|3012|0212|2002|0230
U0440,0982,4,1991-02-13,1990-09-09,2012-08-01,2013-10-22,STRONG,,9102|0213|1302|9113|1991,1990|0909|9009,1201|0108|2012|0801|1208,1310|2013|1022|2210|1322
U0441,7785,4,2001-11-24,2003-07-18,2019-05-06,2023-12-01,STRONG,,2411|1124|2001|0111|0124,0718|0318|1807|2003|0307,1906|1905|2019|0506|0605,1201|2023|2312|0112|2301
U0442,1304,4,1992-07-29,1997-09-13,2013-04-29,2020-08-28,WEAK,DEMOGRAPHIC_PET,2907|9207|0729|9229|1992,9709|0913|1309|9713|1997,2904|2013|0429|1304|1329,2028|2808|0828|2008|2020
U0443,1024,4,1977-12-24,1977-12-04,2017-11-18,2007-07-30,STRONG,,7712|2412|1224|7724|1977,1204|7712|0412|1977|7704,1118|1711|1718|1811|2017,2007|3007|0707|0730
U0444,0612,4,1976-06-14,1976-12-17,2010-12-06,2022-06-06,WEAK,DEMOGRAPHIC_PET,1406|1976|7614|7606|0614,1976|1217|7612|1712|7617,2010|1006|1206|0612|1012,2206|0606|2022
U0445,1111,4,1986-12-26,1986-07-01,2015-06-01,1997-02-02,WEAK,COMMON_PATTERN,8612|1986|2612|8626|1226,8601|0107|8607|1986|0701,0601|1506|1501|0106|2015,9702|0202|1997
U0446,9509,4,1995-04-09,1992-07-03,2016-05-15,2023-09-05,WEAK,DEMOGRAPHIC_SELF,0409|0904|1995|9509|9504,9207|0703|1992|9203|0307,0515|1505|2016|1605|1615,2305|0905|2309|0509|2023
U0447,2580,4,1979-10-03,1981-03-06,2018-08-10,2006-12-11,WEAK,COMMON_PATTERN,7903|0310|1003|7910|1979,8103|0306|1981|8106|0603,0810|1008|1810|2018|1808,0611|2006|1112|0612|1211
U0448,8990,4,1998-08-13,1996-07-17,2019-07-24,2007-08-01,STRONG,,0813|1998|9813|1308|9808,1707|9617|0717|1996|9607,2019|1907|2407|1924|0724,0108|0801|2007|0701|0708
U0449,3812,4,1985-06-29,1983-01-28,2017-04-28,2008-05-18,STRONG,,0629|2906|8529|8506|1985,1983|8301|2801|0128|8328,1704|2804|1728|0428|2017,0805|2008|1805|0518|0818
U0450,2013,4,1982-08-26,1985-05-19,2013-12-30,2007-08-13,WEAK,DEMOGRAPHIC_PET,8208|0826|2608|1982|8226,1905|1985|0519|8505|8519,1230|3012|2013|1330|1312,0713|0813|1308|2007|0708
U0451,7706,4,1977-06-24,1977-12-23,2019-08-03,2022-02-08,WEAK,DEMOGRAPHIC_SELF,7706|7724|0624|1977|2406,7712|2312|1223|7723|1977,0308|2019|0803|1903|1908,0208|2208|0802|2022|2202
U0452,4069,4,2002-03-02,2007-09-24,2024-07-26,2019-05-24,STRONG,,0302|0203|0202|2002,0724|2409|2007|0924|0709,0726|2407|2426|2607|2024,0524|1905|2019|2405|1924
U0453,2580,4,2001-10-28,2001-06-29,2024-08-10,2002-04-29,WEAK,COMMON_PATTERN,0110|0128|2001|1028|2810,0129|0629|2906|2001|0106,0810|2410|1008|2408|2024,2904|0429|0204|0229|2002
U0454,1212,4,1974-07-08,1972-07-27,2011-03-07,1997-08-02,WEAK,COMMON_PATTERN,0807|1974|7408|0708|7407,2707|7207|7227|0727|1972,1107|1103|0703|2011|0307,0208|9708|9702|0802|1997
U0455,3499,4,1983-04-26,1988-12-21,2010-03-29,2022-03-22,STRONG,,0426|8326|1983|8304|2604,1221|2112|8812|8821|1988,2010|0329|2903|1003|1029,0322|2222|2203|2022
U0456,2909,4,1998-09-29,1998-01-05,2016-08-13,2016-08-18,WEAK,DEMOGRAPHIC_SELF,9809|1998|2909|0929|9829,9805|0105|1998|0501|9801,0813|2016|1613|1308|1608,1618|2016|1808|1608|0818
U0457,0810,4,1989-01-03,1987-10-08,2014-06-09,2013-10-26,WEAK,DEMOGRAPHIC_SPOUSE,8901|0301|8903|0103|1989,0810|1987|8708|1008|8710,1406|1409|0906|0609|2014,1326|1310|2013|2610|1026
U0458,1212,4,1982-07-31,1982-02-18,2023-03-24,2022-07-10,WEAK,COMMON_PATTERN,8231|0731|1982|3107|8207,8202|8218|1802|1982|0218,2403|2324|2303|0324|2023,2207|1007|0710|2210|2022
U0459,0365,4,1995-12-16,1993-10-09,2018-03-28,2021-03-03,STRONG,,1612|1216|9512|1995|9516,0910|1993|9310|9309|1009,1828|2018|2803|0328|1803,2021|0303|2103
U0460,1311,4,1970-07-19,1969-05-11,2013-11-07,2013-07-11,WEAK,"DEMOGRAPHIC_PET,DEMOGRAPHIC_ANNIVERSARY",1970|1907|7007|7019|0719,1969|1105|0511|6911|6905,1107|1307|2013|1311|0711,1107|1307|2013|1311|0711
U0461,1978,4,1978-07-08,1978-01-18,2010-04-21,2003-08-12,WEAK,"DEMOGRAPHIC_SELF,DEMOGRAPHIC_SPOUSE",7808|7807|1978|0807|0708,0118|1978|7818|1801|7801,2010|2104|1021|0421|1004,0308|1208|0812|0312|2003
U0462,2601,4,1978-01-26,1979-02-27,2015-02-18,2022-09-24,WEAK,DEMOGRAPHIC_SELF,7826|1978|0126|2601|7801,7902|0227|7927|1979|2702,1502|1518|1802|0218|2015,2409|2224|2022|0924|2209
U0463,1212,4,1996-05-03,2001-06-18,2022-09-22,2004-07-02,WEAK,COMMON_PATTERN,1996|0503|9605|0305|9603,0118|1806|2001|0618|0106,0922|2022|2222|2209,2004|0702|0207|0407|0402
U0464,7244,4,1981-09-17,1982-03-08,2022-02-28,1995-06-16,STRONG,,1981|1709|8109|8117|0917,8208|0308|0803|1982|8203,2228|0228|2802|2022|2202,1606|0616|1995|9516|9506
U0465,7763,4,1986-05-15,1986-02-01,2024-02-19,2000-12-19,STRONG,,8615|0515|1986|1505|8605,0102|8601|1986|0201|8602,2419|0219|1902|2024|2402,0019|0012|1219|1912|2000
U0466,0405,4,1990-07-03,1988-04-05,2012-03-12,2019-01-28,WEAK,DEMOGRAPHIC_SPOUSE,1990|0703|9007|0307|9003,8804|8805|0504|0405|1988,2012|1203|1212|0312,2019|1928|2801|0128|1901
U0467,1309,4,1997-05-02,2001-07-16,2021-10-30,2013-09-10,WEAK,DEMOGRAPHIC_ANNIVERSARY,9705|9702|0502|1997|0205,0107|0116|1607|2001|0716,2021|3010|2110|2130|1030,1310|2013|1309|0910|1009
U0468,1234,4,1983-05-26,1986-06-20,2021-05-28,2023-07-07,WEAK,COMMON_PATTERN,8326|2605|1983|0526|8305,2006|1986|8606|0620|8620,2021|2105|2805|0528|2128,2023|0707|2307
U0469,5526,4,1999-01-20,1995-05-16,2022-09-18,2002-07-15,STRONG,,0120|9901|9920|1999|2001,9505|0516|1995|9516|1605,2218|0918|1809|2022|2209,0715|1507|0207|0215|2002
U0470,8318,4,1983-12-18,1985-09-10,2022-02-04,1997-08-13,WEAK,DEMOGRAPHIC_SELF,1218|1983|8312|1812|8318,0910|8510|8509|1009|1985,2022|0204|2204|2202|0402,9708|0813|9713|1997|1308
U0471,7506,4,1975-06-01,1980-11-15,2022-08-18,1998-05-24,WEAK,DEMOGRAPHIC_SELF,7506|1975|0601|7501|0106,1511|1115|8015|1980|8011,2208|2218|2022|1808|0818,9805|0524|1998|2405|9824
U0472,9211,4,1992-11-26,1991-05-04,2024-02-10,1997-02-26,WEAK,DEMOGRAPHIC_SELF,2611|9226|9211|1992|1126,9104|9105|0504|0405|1991,2410|1002|0210|2024|2402,2602|9702|0226|1997|9726
U0473,0701,4,1971-07-01,1971-10-23,2024-03-16,2011-07-01,WEAK,"DEMOGRAPHIC_SELF,DEMOGRAPHIC_ANNIVERSARY",0107|1971|7101|7107|0701,2310|1971|7110|1023|7123,2403|0316|2416|2024|1603,1107|0107|2011|1101|0701
U0474,0397,4,1977-10-09,1981-11-28,2021-07-28,1998-04-22,STRONG,,7709|0910|7710|1009|1977,1128|1981|8128|2811|8111,0728|2021|2107|2807|2128,9822|1998|9804|0422|2204
U0475,9686,4,1971-05-11,1973-09-28,2011-11-17,2010-11-16,STRONG,,7111|1105|0511|1971|7105,2809|0928|7309|1973|7328,1711|1111|2011|1117,2010|1016|1011|1611|1116
U0476,7067,4,1986-08-15,1983-02-22,2011-09-25,1995-06-09,STRONG,,8615|1508|1986|0815|8608,8322|1983|8302|0222|2202,0925|2509|2011|1109|1125,1995|0906|0609|9509|9506
U0477,8906,4,1989-11-06,1988-12-02,2021-06-12,2002-12-14,WEAK,DEMOGRAPHIC_SELF,8906|8911|0611|1106|1989,0212|8802|1202|8812|1988,2021|2106|1206|0612|2112,0214|0212|1214|1412|2002
U0478,1234,4,1997-10-22,1992-09-22,2020-06-07,1995-10-02,WEAK,COMMON_PATTERN,9710|9722|1022|1997|2210,9209|0922|1992|9222|2209,2006|2007|0607|2020|0706,1995|0210|1002|9502|9510
U0479,2580,4,1984-07-02,1989-10-10,2021-04-18,1996-11-23,WEAK,COMMON_PATTERN,8402|0702|0207|8407|1984,1010|1989|8910,2118|2021|2104|1804|0418,1996|9611|9623|2311|1123
U0480,1993,4,1996-05-28,1993-03-14,2020-02-20,2009-06-29,WEAK,DEMOGRAPHIC_SPOUSE,1996|2805|9628|9605|0528,1993|9314|1403|0314|9303,0220|2020|2002,0629|2906|2009|0929|0906
U0481,2580,4,1996-12-01,1995-08-01,2011-12-13,2021-10-25,WEAK,COMMON_PATTERN,1201|1996|9601|0112|9612,9501|0108|9508|1995|0801,1113|1213|1112|1312|2011,1025|2021|2510|2125|2110
U0482,1997,4,1996-12-09,1995-08-04,2010-04-22,1997-11-15,WEAK,DEMOGRAPHIC_ANNIVERSARY,0912|1996|9612|9609|1209,0804|9508|1995|0408|9504,2010|1022|1004|0422|2204,1511|1115|9715|1997|9711
U0483,3385,4,1972-10-27,1972-01-13,2024-01-16,2004-08-04,STRONG,,7227|1972|2710|7210|1027,7201|7213|1301|1972|0113,0116|2416|1601|2401|2024,0804|0408|2004|0404
U0484,0000,4,1980-02-15,1977-07-01,2016-05-13,2022-04-23,WEAK,COMMON_PATTERN,1502|8015|1980|0215|8002,7707|0107|7701|0701|1977,2016|1613|1305|0513|1605,0423|2304|2022|2204|2223
U0485,1997,4,1997-01-13,1993-10-23,2014-10-16,2000-07-21,WEAK,DEMOGRAPHIC_SELF,9701|9713|1997|1301|0113,2310|1993|1023|9310|9323,1410|1416|1016|1610|2014,0007|2107|0021|2000|0721
U0486,1974,4,1974-09-19,1974-07-04,2022-08-25,2013-05-29,WEAK,"DEMOGRAPHIC_SELF,DEMOGRAPHIC_SPOUSE",0919|7409|7419|1974|1909,7404|1974|0704|0407|7407,2225|2208|2508|0825|2022,2013|1305|0529|1329|2905
U0487,8014,4,1981-07-10,1980-02-14,2023-05-14,2023-01-08,WEAK,DEMOGRAPHIC_SPOUSE,1007|1981|0710|8110|8107,0214|8014|1980|8002|1402,0514|2305|2314|1405|2023,0108|2308|2301|0801|2023
U0488,1234,4,1988-02-29,1985-03-04,2010-09-13,1995-11-28,WEAK,COMMON_PATTERN,8802|8829|2902|0229|1988,0403|8504|8503|0304|1985,2010|1013|0913|1309|1009,1128|9511|1995|9528|2811
U0489,7777,4,2002-02-01,2007-04-21,2022-04-27,2022-11-21,WEAK,COMMON_PATTERN,0102|0201|0202|2002,2104|0421|0704|2007|0721,0427|2227|2022|2704|2204,2111|1121|2022|2221|2211
U0490,3368,4,1984-12-10,1981-07-31,2011-02-07,2011-01-04,STRONG,,1210|8410|1012|8412|1984,1981|8131|0731|3107|8107,1107|1102|0702|0207|2011,0401|0104|1104|2011|1101
U0491,0705,4,1974-01-08,1972-10-11,2010-07-05,2015-02-04,WEAK,DEMOGRAPHIC_PET,0108|7401|1974|7408|0801,7211|1110|1972|7210|1011,2010|1007|0507|0705|1005,1504|1502|2015|0204|0402
U0492,2202,4,1999-09-13,1995-10-09,2017-11-14,2006-02-22,WEAK,DEMOGRAPHIC_ANNIVERSARY,0913|9909|1309|9913|1999,0910|1995|9510|1009|9509,1714|1711|1114|2017|1411,2006|0622|0602|0222|2202
U0493,7777,4,1988-10-15,1983-12-31,2017-04-03,2006-11-06,WEAK,COMMON_PATTERN,8810|1015|8815|1510|1988,1983|1231|8331|8312|3112,2017|1703|1704|0403|0304,0606|0611|2006|1106
U0494,2664,4,1984-04-27,1987-11-05,2012-12-16,2018-10-12,STRONG,,0427|8427|2704|8404|1984,1987|1105|0511|8705|8711,2012|1612|1216|1212,1210|1810|1812|2018|1012
U0495,2580,4,1993-05-18,1990-12-03,2016-08-25,2020-06-04,WEAK,COMMON_PATTERN,9305|1993|1805|0518|9318,1990|1203|9012|0312|9003,1625|2016|2508|0825|1608,2004|2006|0406|0604|2020
U0496,1234,4,1970-06-14,1971-06-15,2017-01-30,1995-03-17,WEAK,COMMON_PATTERN,1406|1970|7014|7006|0614,1971|1506|7115|7106|0615,1730|0130|1701|3001|2017,1703|9517|0317|1995|9503
U0497,5855,4,1984-05-24,1981-11-18,2014-02-07,2001-07-07,STRONG,,0524|8424|8405|2405|1984,1981|8118|8111|1118|1811,1407|0702|0207|2014|1402,0107|2001|0707
U0498,9331,4,1970-08-19,1970-10-18,2016-12-07,2016-04-30,STRONG,,1970|1908|7019|0819|7008,1970|7018|1018|1810|7010,1612|1207|1607|2016|0712,0430|1604|2016|1630|3004
